1 on 1 Phlebotomy,totalScore,reviewsCount,street,city,regions serviced,state,countryCode,website,phone,categoryName,url
Mobile Phlebotomy Solutions of New Jersey,3.3,40,3287 W South Airport Rd,Traverse City,,Michigan,US,https://www.munsonhealthcare.org/locations/location-details?practice=81,(231) 392-0380,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Munson%20Laboratories%20at%20Grand%20Traverse%20Commerce%20Centre&query_place_id=ChIJkRbXUKgzHogR6HJnIZkRrQE
Mobile Virtuous Phlebotomy,4.6,33,2575 Aero-Park Dr,Traverse City,,Michigan,US,https://www.versiti.org/blood-donation-locations/michigan/traverse-city-blood-donation-center?utm_source=google&utm_medium=organic&utm_campaign=google-my-business&utm_content=Yext,(866) 642-5663,Blood bank,https://www.google.com/maps/search/?api=1&query=Versiti%20Blood%20Center%20of%20Michigan&query_place_id=ChIJH0L7egzNH4gRz6wwSUQ4Rrk
Mobile Xpress Clinics,,0,,,Northern Michigan,Michigan,US,https://mimobilecollectionservices.com/,(231) 818-5344,Laboratory,https://www.google.com/maps/search/?api=1&query=Michigan%20Mobile%20Collection%20Services&query_place_id=ChIJ55PB8iykNQIR2Bc6WlunOWQ
MobileBloodDraw,5,1,,Dearborn,,Michigan ,US,https://www.facebook.com/AimToPlease313/,(734) 363-5596,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Aim%20To%20Please%20Mobile%20Phlebotomy%20Service&query_place_id=ChIJl56THXk_O4gRRmrNNUX0sCI
MobiMed Plus,5,13,23131 Michigan Ave #1204,Dearborn,,Michigan ,US,https://www.phlebsmobilephlebotomyservicesllc.com/,(248) 832-2859,Laboratory,https://www.google.com/maps/search/?api=1&query=PHLEBS%20MOBILE%20PHLEBOTOMY%20SERVICES%20LLC&query_place_id=ChIJo8_MXtHXH6gRWJ0Xz16eVBs
Moody Mobile Lab Services LLC,,0,,Detroit,,Michigan ,US,https://www.bizapedia.com/mi/ds-blessed-hands-mobile-phlebotomy-llc.html,(313) 208-8595,Laboratory,https://www.google.com/maps/search/?api=1&query=DS%20Blessed%20Hands%20Mobile%20Phlebotomy&query_place_id=ChIJbYVqDWECmKIRO7RulziV1Uk
Moores Mobile Solutions,5,2,7420 Unity Ave N,Brooklyn Park,,Minnesota,US,,(763) 445-9800,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Phlebotomist&query_place_id=ChIJ5aOar7A7s1IR6YzsH8miXdE
Moss Care Services LLC (Mobile Phlebotomist),5,4,9975 Valley View Rd suite f,Eden Prairie,,Minnesota,US,https://www.kinnridgemobilephlebotomy.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2909033922330665337,(612) 361-1381,Medical laboratory,https://www.google.com/maps/search/?api=1&query=KinnRidge%20Mobile%20Phlebotomy&query_place_id=ChIJ1avVWv0j9ocRIrzswR4Tedk
Mountain View Center Lab,5,42,D'Iberville Blvd,D'Iberville,,Mississippi,US,http://www.ontheroadlabs.com/,(757) 726-7950,Laboratory,https://www.google.com/maps/search/?api=1&query=On%20the%20Road%20Labs%2C%20LLC&query_place_id=ChIJATrX1ZZc_q0R4LOflIaKc_4
"MPCM Services, Mobile Phlebotomy of Central Michigan",1,1,321 S Main St,Forest,,Mississippi,US,https://www.medfusioninkk.com/,(601) 564-7141,Medical laboratory,https://www.google.com/maps/search/?api=1&query=MedFusion%20Inkk&query_place_id=ChIJj-p-kU9XgogRd-k6WBQTyII
Munson Laboratories at Grand Traverse Commerce Centre,5,2,,Gulfport,,Mississippi,US,https://www.facebook.com/PhlebotomyFairy/,(228) 224-1685,Laboratory,https://www.google.com/maps/search/?api=1&query=Fairy%20Wings%20Mobile%20Phlebotomy%20Service%20LLC&query_place_id=ChIJAz2zG-sXnIgR7nM-8DmYb6k
My Health Check Lab,,0,12320 Ashley Dr d,Gulfport,,Mississippi,US,https://www.mobimedplus.com/,(228) 609-9752,Drug testing service,https://www.google.com/maps/search/?api=1&query=MobiMed%20Plus&query_place_id=ChIJkX-CvZoXnIgR9IKkKbuEnwA
MyTest Diagnostics,5,1,2809 Denny Ave,Pascagoula,,Mississippi,US,https://singingriverhealthsystem.com/locations/pascagoula-hospital-outpatient-lab/?utm_source=gbp,(228) 809-5166,Diagnostic center,https://www.google.com/maps/search/?api=1&query=Pascagoula%20Hospital%20Outpatient%20Lab&query_place_id=ChIJnz4fNDDpm4gRAX0jI-uda0g
Natera Patient Service Center,5,312,731 S Pear Orchard Rd #8,Ridgeland,,Mississippi,US,https://www.vitalheartsllc.org/,(601) 473-1950,Vocational school,https://www.google.com/maps/search/?api=1&query=Vital%20Hearts%2C%20LLC&query_place_id=ChIJheIeL9bRKYYRuphd8DGvnkQ
National Phlebotomy Provider Network,5,14,,,,Mississippi,US,https://vampsonwheels.com/,(844) 826-7724,Blood testing service,https://www.google.com/maps/search/?api=1&query=VAMPS%20ON%20WHEELS&query_place_id=ChIJtWhhIn3fQoYRiZwBOoP4EyM
Natural Flow Mobile Phlebotomy LLC,5,40,547 Grand Blvd,Kansas City,,Missouri,US,http://www.caresticks.com/,(816) 295-2795,Home health care service,https://www.google.com/maps/search/?api=1&query=Caresticks%20Mobile%20Phlebotomy&query_place_id=ChIJXVhSo_nxwIcRvyvzuQxAFxI
Needles On The Go Mobile Phlebotomy,4.7,267,2838 Warwick Trfy,Kansas City,,Missouri,US,http://www.kcphleb.com/,(816) 974-8823,Adult education school,https://www.google.com/maps/search/?api=1&query=Kansas%20City%20School%20of%20Phlebotomy&query_place_id=ChIJowyiSj3wwIcR3G9mKuX6luU
Needles on Wheels Mobile Phlebotomy,5,2,,Kansas City,,Missouri,US,https://smoothsticksmobilephleb.com/,(816) 974-3408,Laboratory,https://www.google.com/maps/search/?api=1&query=Smoothsticks%20Mobile%20Phlebotomy&query_place_id=ChIJ9Rsf81obwYcRD6gV12EhkK4
New Start School,5,1,200 NE Missouri Rd Suit 200,Lee's Summit,,Missouri,US,http://www.tendersticks.com/,(816) 542-0900,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Tender%20Sticks%20Mobile%20Phlebotomy%20Service%20LLC&query_place_id=ChIJsYaTRZgfwYcR7LkmIEL3Tzw
Nicks Mobile Lab LLC,5,2,10001 E 67th St Suite 101,Raytown,,Missouri,US,http://www.needlesonthego.com/,(816) 616-8060,Laboratory,https://www.google.com/maps/search/?api=1&query=Needles%20On%20The%20Go%20Mobile%20Phlebotomy&query_place_id=ChIJt1SkQczjwIcRPr0gpeFy6aI
NICL Laboratories,5,34,6439 Plymouth Ave #110,St. Louis,,Missouri,US,http://www.masseymps.com/,(314) 712-7166,Laboratory,https://www.google.com/maps/search/?api=1&query=Massey%20Mobile%20Phlebotomy%20Service%20LLC.&query_place_id=ChIJLd8GzIjL2IcRICW8nh5RTBQ
NICL Laboratories - McHenry,3.7,15,120 N 19th Ave D,Bozeman,,Montana,US,http://bozemanhealth.org/,(406) 414-4600,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Bozeman%20Health%20Outpatient%20Services%20at%20North%2019th&query_place_id=ChIJk8tldbFFRVMRuqzpjVjAyuA
NorDx,5,2,,CenterBarnstead,,New Hampshire,US,https://www.603mobilephlebotomyservices.com/,(603) 496-2088,Blood testing service,https://www.google.com/maps/search/?api=1&query=603%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJTUHVdqyBdwQRo5abEF51Tys
NorDx,,0,5 Alumni Dr,Exeter,,New Hampshire,US,https://www.corephysicians.org/Services/Other-Services/Laboratory-Services,(603) 580-6600,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Exeter%20Hospital%20Laboratory&query_place_id=ChIJZZkZlOju4okRjyInzxc-xsw
North Idaho College Workforce Training Center,4.9,31,131 Passaic Ave,Belleville,,New Jersey,US,http://www.tmpsnj.com/,(973) 969-1967,Blood testing service,https://www.google.com/maps/search/?api=1&query=Timeless%20mobile%20phlebotomy%20solutions&query_place_id=ChIJFTqRfZpVwokRprwgO31GlNQ
North Valley Mobile Phlebotomy,3.4,61,246 Washington Ave Ste 202,Belleville,,New Jersey,US,https://locations.labcorp.com/nj/belleville/40645/,(973) 922-3307,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJwU1wul9VwokRG9raua_hg2c
Northeast Medical Institute- Waterbury Campus | Phlebotomy Course & CNA Class,5,1,182 Little St,Belleville,,New Jersey,US,,(973) 866-7453,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Jayson%20Mobile%20Care%20Phlebotomist%20LLC&query_place_id=ChIJ64E8WDBVwokRSh8gi_Bmta4
Northern Sky Mobile Phlebotomy Services,5,2,60 Portland Ave,Bergenfield,,New Jersey,US,http://evergreenelab.com/,(201) 878-4542,Medical examiner,https://www.google.com/maps/search/?api=1&query=EverGreene%20Mobile%20Phlebotomy&query_place_id=ChIJs8WHl5z7wokRGLY6OJbrx5o
"Northern Sky Phlebotomy Services, LLC",4.7,74,118 Westfield Ave Suite 1,Clark,,New Jersey,US,http://www.yanaphleb.com/,(347) 777-2330,Medical laboratory,https://www.google.com/maps/search/?api=1&query=YanaPhleb&query_place_id=ChIJwZzLVb2zw4kRrxHacYN5xFk
Northwell Health Labs at 110 East 60th Street,2.5,20,2 Kennedy Blvd,East Brunswick,,New Jersey,US,http://www.aculabs.com/,(732) 777-2588,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Aculabs%20Inc&query_place_id=ChIJw_6GV4DIw4kRpXj4L3xl9hQ
Northwell Health Labs at 242 Mason Avenue,4.3,15,35-37 Progress St Suite A2,Edison,,New Jersey,US,https://premierlab.info/,(908) 754-4300,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Premier%20Medical%20Lab&query_place_id=ChIJZ4_xIti2w4kR8W-p4Plj058
Northwell Health Labs at Astoria,4.3,72,180 N County Line Rd Ste 1,Jackson Township,,New Jersey,US,https://locations.labcorp.com/nj/jackson/31780/,(732) 928-7688,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJPVOS6Jl_wYkRsAYSTlm6Xwg
Northwell Health Labs at Great Neck,,0,854 Kearny Ave,Kearny,,New Jersey,US,http://www.bio-vein.com/,(201) 428-1162,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Bio-Vein%20Mobile%20Phlebotomy&query_place_id=ChIJLze9o6VVwokRQ0bW5IYj_8Q
Northwell Health Labs at Plainview,5,1,190 Ocean Ave #6,Lakewood,,New Jersey,US,http://www.veinexpress.com/,(318) 433-2737,Blood testing service,https://www.google.com/maps/search/?api=1&query=VEINEXPRESS&query_place_id=ChIJ3XvZ5rqDwYkRe-l2NyK1SFQ
Northwest Phlebotomy School Anchorage,3.4,33,1255 NJ-70 Ste 20-S,Lakewood,,New Jersey,US,https://locations.labcorp.com/nj/lakewood/29557/,(732) 987-4726,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJof1p9OSCwYkRT3v9OTUUj1o
Northwestern Medicine Laboratory Services Crystal Lake,2.4,95,22 Old Short Hills Rd Ste 203,Livingston,,New Jersey,US,https://locations.labcorp.com/nj/livingston/514/,(973) 992-4261,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJ2YXSi_mrw4kRfYe2iJhIR00
Northwestern Medicine Laboratory Services Huntley,3.4,10,235 Parker Ave Suite B,Manasquan,,New Jersey,US,https://www.bioreference.com/patients/locations-patient-services/,(732) 612-3922,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Patient%20Service%20Center&query_place_id=ChIJMUjBSryHwYkRFcUMVoNwgVI
NR Mobile Labs,3.7,39,67-71 E Willow St,Millburn,,New Jersey,US,https://www.toplabdirect.com/,(877) 355-3580,Drug testing service,https://www.google.com/maps/search/?api=1&query=TOPLAB&query_place_id=ChIJDXM0jdGtw4kRpHv7nxQ8WvA
NYU Langone Outpatient Laboratory,5,17,5 Dickerson Rd,Mt Tabor,,New Jersey,US,https://www.gentlesticksphlebotomy.com/home,(609) 312-9281,Laboratory,https://www.google.com/maps/search/?api=1&query=Gentle%20Sticks%20Mobile%20Phlebotomy%20Services%2C%20LLC&query_place_id=ChIJ055faBc9TGgRI9zYTAsJmOY
NyWes Phlebotomy & Mobile Health Services LLC,5,41,17 Monroe St,Passaic,,New Jersey,US,https://ubersticksmedical.com/,(973) 272-3646,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UBERSTICKS%20MEDICAL%20LLC&query_place_id=ChIJ5086gZUHuagRHwLOjCVoNls
Oasis Mobile Phlebotomy LLC.,,0,177 Valley St,South Orange,,New Jersey,US,https://www.angelstouchmps.com/,(862) 621-7984,Laboratory,https://www.google.com/maps/search/?api=1&query=Angel%20Touch%20Mobile%20Phlebotomy%20Services%20LLC&query_place_id=ChIJsci_0h-2mS8RGV-JOzDqlQg
OhioHealth Laboratory Services,4.9,58,177 Valley St,South Orange Village,,New Jersey,US,https://www.angelstouchlabsolutions.com/,(862) 621-7984,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Angel's%20Touch%20Lab%20Solutions&query_place_id=ChIJ52vRsqqtw4kRSZnrnHMH1rE
OhioHealth Laboratory Services,5,23,177 Valley St,South Orange Village,,New Jersey,US,https://www.angelstouchmps.com/,(862) 621-7984,Blood testing service,https://www.google.com/maps/search/?api=1&query=Angel%E2%80%99s%20Touch%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJR1oWVsRKGyARqvs6MdITAXM
OhioHealth Laboratory Services - Bexley Health Services at Wexner Heritage Village,5,41,,Stratford,,New Jersey,US,http://www.superiorphlebotomymt.org/,(856) 447-2200,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Superior%20Phlebotomy%20Mobile%20Technician%20LLC&query_place_id=ChIJdyq4ycVB-AgRZZHp3U3ZXAo
OhioHealth Laboratory Services - Delaware Health Center,5,30,362 Cedar Ln #12,Teaneck,,New Jersey,US,http://mobilelabtechs.com/,(866) 242-3826,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Lab%20Techs&query_place_id=ChIJhfljXSLxwokRs2uvd7VaXXU
OhioHealth Laboratory Services - Dublin Methodist Hospital Medical Office Building,4.7,133,1023 Commerce Ave,Union,,New Jersey,US,http://lincolnreference.com/,(908) 583-5421,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Lincoln%20Reference%20Laboratory&query_place_id=ChIJL5iylMayw4kR_RIz379UgEg
OhioHealth Laboratory Services - Dublin West Bridge Street,2.6,36,1999 Morris Ave # 1,Union,,New Jersey,US,,(862) 279-3418,Blood testing service,https://www.google.com/maps/search/?api=1&query=Gentle%20Hands%20Mobile%20Phlebotomy&query_place_id=ChIJ__9zlV6tw4kRMbb_gqPM7Kw
OhioHealth Laboratory Services - Eastside Health Center,5,16,19 Colonial Woods Dr,West Orange,,New Jersey,US,https://www.advancedmobilephlebotomy.com/,(973) 609-2639,Blood testing service,https://www.google.com/maps/search/?api=1&query=Advanced%20Mobile%20Phlebotomy%20Professionals&query_place_id=ChIJcTkbkXwLF6YRc7aFiNH-uqs
OhioHealth Laboratory Services - Gahanna Health Center,,0,,,,New Jersey,US,https://www.bio-street.com/,(800) 674-0417,Laboratory,https://www.google.com/maps/search/?api=1&query=BIO-%20STREET%20Mobile%20Phlebotomy&query_place_id=ChIJkWjIW0Z2A64R9vok0ZGtqK8
OhioHealth Laboratory Services - Lancaster,,0,,,,New Jersey,US,,(877) 755-3274,Home health care service,https://www.google.com/maps/search/?api=1&query=Mobile%20Phlebotomy%20Solutions%20of%20New%20Jersey&query_place_id=ChIJg-lT1-2V-IoRYpN46y591YA
OhioHealth Laboratory Services - Lewis Center Health Cener,5,1,,,,New Jersey,US,https://www.tmpsnj.com/,(270) 300-1709,Medical laboratory,https://www.google.com/maps/search/?api=1&query=TMP%20Mobile%20Phlebotomy%20Service&query_place_id=ChIJpfJf98jhaIgREYUlGeNpEMs
OhioHealth Laboratory Services - Marion Medical Campus,5,4,6026 2nd St NW,Albuquerque,,New Mexico,US,http://mobilebloodservices.com/,(505) 296-9644,Blood testing service,https://www.google.com/maps/search/?api=1&query=Mobile%20Blood%20Services&query_place_id=ChIJv_Sl5KR1IocR7KBksiBi3us
OhioHealth Laboratory Services - Marion University Drive,,0,7600 Jefferson St NE STE 6,Albuquerque,,New Mexico,US,http://www.mobilexpressclinics.com/,(858) 829-0220,Biotechnology company,https://www.google.com/maps/search/?api=1&query=Mobile%20Xpress%20Clinics&query_place_id=ChIJ2XmJK8x1IocR4ih-mO1AZqk
OhioHealth Laboratory Services - Ontario Health and Fitness Center,2.8,63,178 Washington Ave Ext,Albany,,New York,US,https://www.albanymed.org/location/internal-medicine-178-washington-ave-ext/,(518) 262-5735,Medical clinic,https://www.google.com/maps/search/?api=1&query=Albany%20Med%20Internal%20Medicine%20Group&query_place_id=ChIJo-tsiSkL3okRGC4U5g8nZn4
OhioHealth Laboratory Services - Pickerington Medical Campus,3.4,5,62 Hackett Blvd,Albany,,New York,US,https://www.sphp.com/find-a-service-or-specialty/lab-services/,(518) 525-1475,Medical laboratory,https://www.google.com/maps/search/?api=1&query=St%20Peter's%20Laboratory%20-%20Hackett%20Blvd.&query_place_id=ChIJtfPoZWkK3okRBp1gW4Jw8ws
OhioHealth Laboratory Services - Shelby Hospital,3.2,26,315 S Manning Blvd 1st Floor,Albany,,New York,US,https://www.sphp.com/services/lab-services,(518) 525-1475,Medical laboratory,https://www.google.com/maps/search/?api=1&query=St.%20Peter's%20Laboratory&query_place_id=ChIJ74eASvIK3okR2N4L6YlugX8
OhioHealth Laboratory Services - Westerville Medical Center,,0,,Albany,,New York,US,,(845) 683-5683,Health consultant,https://www.google.com/maps/search/?api=1&query=Mama%20Love's%20Mobile%20Phlebotomy%20%26%20EKG%20Services%20LLC&query_place_id=ChIJXRVMahW-p68R_Pc9J8Wbtnk
Ohiohealth Laboratory Services - William W. Wilkins Professional Building,3.6,101,3950 E Robinson Rd Ste 105,Amherst,,New York,US,https://locations.questdiagnostics.com/ny/amherst/3950-e-robinson-rd,(716) 691-1744,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quest%20Diagnostics&query_place_id=ChIJaUZ0TMdx04kRMt-5mNuzQF4
OhioHealth Labratory Services,4.3,51,30-14 37th St,Astoria,,New York,US,https://nwhlabs.northwell.edu/locations/astoria?utm_source=provider_listing&utm_medium=partner&utm_campaign=yext,(347) 212-2401,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Northwell%20Health%20Labs%20at%20Astoria&query_place_id=ChIJ3SqVxX1fwokRm2nF0z3azOk
"OHSU Doernbecher Pediatric Lab, Marquam Hill",3.1,13,169 Riverside Dr,Binghamton,,New York,US,https://www.guthrie.org/locations/lourdes-hospital-laboratory-services?utm_source=other&utm_medium=listing&utm_campaign=yext,(607) 798-5216,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Guthrie%20Lourdes%20Hospital%20Laboratory%20Services&query_place_id=ChIJQd2IszLv2okRXEl_-S--rM4
"OHSU Outpatient Lab, Marquam Hill",5,180,3201 Grand Concourse # 2n,Bronx,,New York,US,http://www.biocareservicesinc.com/,(718) 313-0432,Blood testing service,https://www.google.com/maps/search/?api=1&query=BIO-CARE%20SERVICES%20INC&query_place_id=ChIJbxc5X_DzwokRtAEomWrh2-4
"OHSU Outpatient Lab, South Waterfront",5,5,1055 E Tremont Ave,Bronx,,New York,US,https://vitamobilecare.com/,(877) 231-6601,Hospital department,https://www.google.com/maps/search/?api=1&query=Vita%20Mobile%20Care&query_place_id=ChIJ2ZHHx831wokRlVyJLbwNxD4
OML Wellness Solutions / Phlebotomy/ DOT Physicals/ Drug Screening Testing / DNA Testing/ Mobile Services,5,1,5997 Riverdale Ave,Bronx,,New York,US,,(929) 522-8054,Blood testing service,https://www.google.com/maps/search/?api=1&query=Primitis%20Mobile%20Examiners%20LLC&query_place_id=ChIJOxTC-U7ywokRm6v5LUY28Es
On demand mobile phlebotomy,3.5,2,55 Palmer Ave,Bronxville,,New York,US,https://www.nyp.org/lawrence/laboratory,(914) 787-3276,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Laboratory%2FPathology%20Services&query_place_id=ChIJAc8eBLKSwokRM7ZQw7w3Yso
On My Way Mobile Phlebotomy Services,3,67,3611 14th Ave,Brooklyn,,New York,US,https://alliancelaboratories.com/,(718) 851-5773,Medical laboratory,https://www.google.com/maps/search/?api=1&query=ALLIANCE%20Laboratories&query_place_id=ChIJA0NRvc5bwokRtx8yW5aBP8w
On point Mobile Phlebotomy,,0,33 Nassau Ave,Brooklyn,,New York,US,https://armhug.com/,(925) 331-0029,Medical supply store,https://www.google.com/maps/search/?api=1&query=ArmHug&query_place_id=ChIJ7fbfLD1ZwokRTKCIrOzPSiE
On The Go Mobile Phlebotomy,2.6,85,"Apt, 203 9th St",Brooklyn,,New York,US,https://locations.labcorp.com/ny/brooklyn/37371/,(347) 991-7199,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJfXcoTZdbwokRHlWNnzDG2_g
On The Go Mobile Phlebotomy Services,4,4,1655 Union St,Brooklyn,,New York,US,https://www.speedysticks.com/,(347) 292-9570,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Speedy%20Sticks&query_place_id=ChIJ9yb1GYBcwokRCnqdDppk6HI
"On the Road Labs, LLC",5,18,,"Brooklyn, Queens",Nassau County,New York,US,https://www.rbmobilelabs.com/,(917) 859-4704,Medical laboratory,https://www.google.com/maps/search/?api=1&query=R%26B%20Labs%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJG0pVaSkrxQ4RVfk_qf44BOo
"One Call We Draw Mobile Phlebotomy Services, LLC",5,7,,Buffalo,West New York,New York,US,https://www.smallgentlehandsllc.org/,(716) 259-6954,Home health care service,https://www.google.com/maps/search/?api=1&query=Small%20Gentle%20Hands%2C%20LLC&query_place_id=ChIJ2cfODAAT04kR-LdUzKhNwIY
One Medical Primary Care Clinic - Four Embarcadero Center,3.9,19,1785 US-9,Clifton Park,,New York,US,https://locations.labcorp.com/ny/clifton-park/39651/,(518) 975-8820,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJV-qHLhkV3okRxDM8pwW_GBU
One Stick Lab,4.6,65,6940 Erie Rd,Derby,,New York,US,https://locations.questdiagnostics.com/ny/derby/6940-erie-rd,(716) 947-5201,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quest%20Diagnostics&query_place_id=ChIJ54DtSnIf04kRwGdvhIdG0uk
One Stick That's It Lab,,0,6620 Fly Rd #202,East Syracuse,,New York,US,https://www.upstate.edu/pathology/healthcare/patient-info/service_centers.php,(315) 464-1640,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Upstate%20Pathology%20Laboratory&query_place_id=ChIJFQyn456S2YkRUVL3nHezNq0
One Stick That's It Mobile Phlebotomy,3.8,11,30 Undercliff Ave,Elmsford,,New York,US,https://www.apexlabinc.com/htdocs/contact/contact_apex.asp,(631) 753-3900,Laboratory,https://www.google.com/maps/search/?api=1&query=Apex%20Laboratory&query_place_id=ChIJIYqBlCOVwokRlQ5rMIeBzRg
One Stop Exam Mobile Phlebotomy Service,3.8,71,800 Ayrault Rd # 160,Fairport,,New York,US,https://www.urmc.rochester.edu/locations/labs-perinton,(585) 758-0510,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UR%20Medicine%20Labs%20%E2%80%93%20Fairport&query_place_id=ChIJSVj-5T0z0YkRsytCGwh9klo
One Vein Mobile Phlebotomy,,0,60 Merritt Blvd,Fishkill,,New York,US,https://east.optum.com/locations/lab-draw-station-fishkill-merritt-blvd?cid=OC_80.6+dirc+os+NY+Optum_cmm+newpat+netnew+gprac+ggl+eng+na+l,,Diagnostic center,https://www.google.com/maps/search/?api=1&query=Optum%20Lab%20Draw%20Station%20-%20Fishkill%20-%20Merrit%20Blvd&query_place_id=ChIJMY5OocQ33YkRn9vHqgkN190
OneBlood,3,60,200 Westage Business Center Dr Ste 133,Fishkill,,New York,US,https://locations.labcorp.com/ny/fishkill/19700/,(845) 896-2453,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJk5RDI6Q33YkRaxXt-UDueNo
OneBlood,3.2,173,136-20 38th Ave #5L,Flushing,,New York,US,https://locations.labcorp.com/ny/flushing/23195/,(718) 321-1359,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJSSHU1BFgwokRD7T3kuJPiig
OneStick USA Concierge Mobile Lab,3.8,49,901 Stewart Ave Ste 222,Garden City,,New York,US,https://locations.labcorp.com/ny/garden-city/36882/,(516) 588-1220,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJL_WpxT19wokRkdz1TI_QxX0
One-Stop Screenings LLC,3.8,37,3 Coates Dr,Goshen,,New York,US,https://locations.labcorp.com/ny/goshen/18793/,(845) 294-1260,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJ_YMhM58uw4kRwQuEx29l1KY
Onsite Phlebotomy Solutions,4.8,349,800 Northern Blvd # 5,Great Neck,,New York,US,https://nwhlabs.northwell.edu/locations/great-neck?utm_source=provider_listing&utm_medium=partner&utm_campaign=yext,(516) 869-8462,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Northwell%20Health%20Labs%20at%20Great%20Neck&query_place_id=ChIJJ15nsTSJwokRy4Wdo55svPM
"OptiVena Mobile Phlebotomy, LLC",3.1,53,694 Motor Pkwy #5,Hauppauge,,New York,US,https://www.sunriselab.com/,(631) 273-1806,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Sunrise%20Medical%20Laboratories&query_place_id=ChIJacHxVVIw6IkRpb0YoqL8hss
Optum Lab Draw Station - Fishkill - Merrit Blvd,2.3,3,31 Arnot Rd,Horseheads,,New York,US,https://www.guthrie.org/locations/big-flats-laboratory-services?utm_source=other&utm_medium=listing&utm_campaign=yext,(607) 795-5100,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Guthrie%20Big%20Flats%20Laboratory%20Services&query_place_id=ChIJneU9mZJB0IkR_VlLOJdwZ00
Optum Lab Draw Station - Lake Success - Ohio Dr,5,37,88-15 168th St,Jamaica,,New York,US,https://litetouchmps.com/,(347) 385-1719,Blood testing service,https://www.google.com/maps/search/?api=1&query=Lite%20Touch%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJUTMX7x9hwokR6pYsp4Jj6u4
Optum Lab Draw Station - Rhinebeck,3.8,24,86 Briggs St Ste 2A,Johnstown,,New York,US,https://locations.questdiagnostics.com/ny/johnstown/86-briggs-st,(518) 736-4665,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quest%20Diagnostics&query_place_id=ChIJwacRxyuN3okRFIgxdJ_vApQ
Oquirrh Mountain Phlebotomy School,5,3,112 W Fulton St,Johnstown,,New York,US,https://www.vassarsmp.org/,(518) 902-5940,Laboratory,https://www.google.com/maps/search/?api=1&query=Vassar's%20Mobile%20Phlebotomy&query_place_id=ChIJbXkpDACN3okRCnobcCk-s_4
"Order of Draw Mobile Phlebotomy Service, LLC",3.9,11,8687 Carling Rd,Liverpool,,New York,US,https://www.upstate.edu/pathology/healthcare/patient-info/service_centers.php,(315) 473-3320,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Upstate%20Patient%20Blood%20Draw%20Service%20Center%20at%20Baldwinsville&query_place_id=ChIJCT7iEPbl2YkRg8JgQdZaKOw
"Oregon Medical Training, Private Career School",4.2,21,1033 NY-31,Macedon,,New York,US,https://www.urmc.rochester.edu/locations/labs-macedon,(585) 758-0510,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UR%20Medicine%20Labs%20%E2%80%93%20Macedon&query_place_id=ChIJlaOoBiMt0YkR9hSVdkcSRpI
