title,totalScore,reviewsCount,street,city,regions serviced,state,countryCode,website,phone,categoryName,url
Northwell Health Labs at 110 East 60th Street,4.6,61,110 E 60th St Suite 700,New York,,New York,US,https://nwhlabs.northwell.edu/locations/110-east-60th-street?utm_source=provider_listing&utm_medium=partner&utm_campaign=yext,(646) 438-9365,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Northwell%20Health%20Labs%20at%20110%20East%2060th%20Street&query_place_id=ChIJndzd73hZwokRlV9Y-_cyBVg
Northwell Health Labs at Astoria,4.3,51,30-14 37th St,Astoria,,New York,US,https://nwhlabs.northwell.edu/locations/astoria?utm_source=provider_listing&utm_medium=partner&utm_campaign=yext,(347) 212-2401,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Northwell%20Health%20Labs%20at%20Astoria&query_place_id=ChIJ3SqVxX1fwokRm2nF0z3azOk
Speedy Sticks,3.9,111,980 6th Ave,New York,,New York,US,https://www.speedysticks.com/,(347) 292-9570,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Speedy%20Sticks&query_place_id=ChIJ4bfo0atZwokRoFV22i_o83s
Optum Lab Draw Station - Lake Success - Ohio Dr,2.3,6,2 Ohio Dr #102,New Hyde Park,,New York,US,https://east.optum.com/locations/lab-draw-station-lake-success/?cid=OC_80.6+dirc+os+NY+Optum_phny+newpat+netnew+gprac+ggl+eng+na+l,(516) 696-2871,Diagnostic center,https://www.google.com/maps/search/?api=1&query=Optum%20Lab%20Draw%20Station%20-%20Lake%20Success%20-%20Ohio%20Dr&query_place_id=ChIJM2G6-2qJwokRnK34xAX3n04
Vita Mobile Care,5,5,1055 E Tremont Ave,Bronx,,New York,US,https://vitamobilecare.com/,(877) 231-6601,Hospital department,https://www.google.com/maps/search/?api=1&query=Vita%20Mobile%20Care&query_place_id=ChIJ2ZHHx831wokRlVyJLbwNxD4
Speedy Sticks (25 Broad Saint ),4,4,25 Broad St,New York,,New York,US,,(347) 292-9570,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Speedy%20Sticks%20(25%20Broad%20Saint%20)&query_place_id=ChIJfShbwBZawokRRKndxpHcmdM
CATA Personnel Services Inc.,5,75,31 W 34th St. Suite 7035,New York,,New York,US,http://www.catapersonnel.com/,(917) 828-0332,Home health care service,https://www.google.com/maps/search/?api=1&query=CATA%20Personnel%20Services%20Inc.&query_place_id=ChIJA5Xgp3RZwokRgoIvMKh35ng
Speedy Sticks,5,2,80 Broad St,New York,,New York,US,https://www.speedysticks.com/,(347) 292-9570,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Speedy%20Sticks&query_place_id=ChIJmS8DBRRawokRvfXvcrM9UHQ
Primitis Mobile Examiners LLC,5,1,5997 Riverdale Ave,Bronx,,New York,US,,(929) 522-8054,Blood testing service,https://www.google.com/maps/search/?api=1&query=Primitis%20Mobile%20Examiners%20LLC&query_place_id=ChIJOxTC-U7ywokRm6v5LUY28Es
VeniStat Mobile Labs,4.6,56,353 W 48th St Suite 450,New York,,New York,US,http://www.venistatmobilelabs.com/,(929) 529-7799,Medical laboratory,https://www.google.com/maps/search/?api=1&query=VeniStat%20Mobile%20Labs&query_place_id=ChIJtS0asApZwokRRrT1cxA2qOY
Labcorp,3.8,50,100 Manetto Hill Rd Ste 309,Plainview,,New York,US,https://locations.labcorp.com/ny/plainview/26553/,(516) 433-8371,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJXYASQOeBwokRZ9DZutZq2Xg
Sunrise Medical Laboratories,3.1,53,694 Motor Pkwy #5,Hauppauge,,New York,US,https://www.sunriselab.com/,(631) 273-1806,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Sunrise%20Medical%20Laboratories&query_place_id=ChIJacHxVVIw6IkRpb0YoqL8hss
Customer Service Lab,3.6,21,3 Technology Dr #600,Setauket- East Setauket,,New York,US,https://www.stonybrookmedicine.edu/patientcare/laboratory-services-blood-drawing,(631) 444-4033,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Customer%20Service%20Lab&query_place_id=ChIJDYbYfqo46IkRieZpQTp_RmQ
Hunter Business School - Medford Campus,4,87,3247 NY-112 bldg 3,Medford,,New York,US,https://hunterbusinessschool.edu/,(631) 736-7360,Technical school,https://www.google.com/maps/search/?api=1&query=Hunter%20Business%20School%20-%20Medford%20Campus&query_place_id=ChIJ7WCCJnlG6IkRqX_tZpPfVrM
Labcorp,3.2,173,136-20 38th Ave #5L,Flushing,,New York,US,https://locations.labcorp.com/ny/flushing/23195/,(718) 321-1359,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJSSHU1BFgwokRD7T3kuJPiig
Speedy Sticks,4.3,69,16 E 34th St,New York,,New York,US,https://www.speedysticks.com/,(347) 292-9570,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Speedy%20Sticks&query_place_id=ChIJu9ivMqhZwokRhkwHSQJvm-E
Speedy Sticks,3.5,50,60 W 13th St,New York,,New York,US,https://www.speedysticks.com/,(347) 292-9570,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Speedy%20Sticks&query_place_id=ChIJ__-vx5dZwokRyY-a3kM-f_M
ALLIANCE Laboratories,3,67,3611 14th Ave,Brooklyn,,New York,US,https://alliancelaboratories.com/,(718) 851-5773,Medical laboratory,https://www.google.com/maps/search/?api=1&query=ALLIANCE%20Laboratories&query_place_id=ChIJA0NRvc5bwokRtx8yW5aBP8w
Elite Mobile Examiners,,0,341 Carol Dr,Massapequa Park,,New York,US,https://www.nyelitemobileexaminers.com/,(516) 795-1245,Medical examiner,https://www.google.com/maps/search/?api=1&query=Elite%20Mobile%20Examiners&query_place_id=ChIJ14wz9avDRqARyFvUFYOeo4A
BIO-CARE SERVICES INC,5,180,3201 Grand Concourse # 2n,Bronx,,New York,US,http://www.biocareservicesinc.com/,(718) 313-0432,Blood testing service,https://www.google.com/maps/search/?api=1&query=BIO-CARE%20SERVICES%20INC&query_place_id=ChIJbxc5X_DzwokRtAEomWrh2-4
Optum Lab Draw Station - Fishkill - Merrit Blvd,,0,60 Merritt Blvd,Fishkill,,New York,US,https://east.optum.com/locations/lab-draw-station-fishkill-merritt-blvd?cid=OC_80.6+dirc+os+NY+Optum_cmm+newpat+netnew+gprac+ggl+eng+na+l,,Diagnostic center,https://www.google.com/maps/search/?api=1&query=Optum%20Lab%20Draw%20Station%20-%20Fishkill%20-%20Merrit%20Blvd&query_place_id=ChIJMY5OocQ33YkRn9vHqgkN190
UHS Lab Services - Vestal,3.3,28,4417 Vestal Pkwy E,Vestal,,New York,US,https://www.nyuhs.org/location-search/uhs-lab-services-vestal-psc,(607) 798-7272,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UHS%20Lab%20Services%20-%20Vestal&query_place_id=ChIJp_6WIMDu2okR3bBsjXkPFSQ
Upstate Patient Blood Draw Service Center at Baldwinsville,3.9,11,8687 Carling Rd,Liverpool,,New York,US,https://www.upstate.edu/pathology/healthcare/patient-info/service_centers.php,(315) 473-3320,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Upstate%20Patient%20Blood%20Draw%20Service%20Center%20at%20Baldwinsville&query_place_id=ChIJCT7iEPbl2YkRg8JgQdZaKOw
Albany Med Internal Medicine Group,2.8,63,178 Washington Ave Ext,Albany,,New York,US,https://www.albanymed.org/location/internal-medicine-178-washington-ave-ext/,(518) 262-5735,Medical clinic,https://www.google.com/maps/search/?api=1&query=Albany%20Med%20Internal%20Medicine%20Group&query_place_id=ChIJo-tsiSkL3okRGC4U5g8nZn4
Quest Diagnostics,4.6,65,6940 Erie Rd,Derby,,New York,US,https://locations.questdiagnostics.com/ny/derby/6940-erie-rd,(716) 947-5201,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quest%20Diagnostics&query_place_id=ChIJ54DtSnIf04kRwGdvhIdG0uk
Labcorp,3.8,37,3 Coates Dr,Goshen,,New York,US,https://locations.labcorp.com/ny/goshen/18793/,(845) 294-1260,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJ_YMhM58uw4kRwQuEx29l1KY
Quest Diagnostics,3.8,24,86 Briggs St Ste 2A,Johnstown,,New York,US,https://locations.questdiagnostics.com/ny/johnstown/86-briggs-st,(518) 736-4665,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quest%20Diagnostics&query_place_id=ChIJwacRxyuN3okRFIgxdJ_vApQ
Labcorp,3.4,26,1904 Genesee St Ste,Utica,,New York,US,https://locations.labcorp.com/ny/utica/24412/,(315) 797-1082,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJl9XaCjpB2YkRzYObV7LbEzk
Guthrie Lourdes Hospital Laboratory Services,3.1,13,169 Riverside Dr,Binghamton,,New York,US,https://www.guthrie.org/locations/lourdes-hospital-laboratory-services?utm_source=other&utm_medium=listing&utm_campaign=yext,(607) 798-5216,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Guthrie%20Lourdes%20Hospital%20Laboratory%20Services&query_place_id=ChIJQd2IszLv2okRXEl_-S--rM4
UR Medicine Labs – Rochester (Culver Road),3.4,32,905 Culver Rd,Rochester,,New York,US,https://www.urmc.rochester.edu/locations/labs-perinton,(585) 758-0510,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UR%20Medicine%20Labs%20%E2%80%93%20Rochester%20(Culver%20Road)&query_place_id=ChIJL3dV3Yi11okRMDe3sJysSlc
Labcorp,3.9,19,1785 US-9,Clifton Park,,New York,US,https://locations.labcorp.com/ny/clifton-park/39651/,(518) 975-8820,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJV-qHLhkV3okRxDM8pwW_GBU
Labcorp,3,60,200 Westage Business Center Dr Ste 133,Fishkill,,New York,US,https://locations.labcorp.com/ny/fishkill/19700/,(845) 896-2453,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJk5RDI6Q33YkRaxXt-UDueNo
Outpatient Blood Drawing Lab,2.3,3,90 Presidential Ct # 1,Syracuse,,New York,US,https://www.upstate.edu/pathology/healthcare/patient-info/service_centers.php,(315) 464-2545,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Outpatient%20Blood%20Drawing%20Lab&query_place_id=ChIJLZwCRbvz2YkRqIaFusHoYC0
Upstate Pathology Laboratory,,0,6620 Fly Rd #202,East Syracuse,,New York,US,https://www.upstate.edu/pathology/healthcare/patient-info/service_centers.php,(315) 464-1640,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Upstate%20Pathology%20Laboratory&query_place_id=ChIJFQyn456S2YkRUVL3nHezNq0
Quest Diagnostics,3.6,101,3950 E Robinson Rd Ste 105,Amherst,,New York,US,https://locations.questdiagnostics.com/ny/amherst/3950-e-robinson-rd,(716) 691-1744,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quest%20Diagnostics&query_place_id=ChIJaUZ0TMdx04kRMt-5mNuzQF4
The Lab: Mobile Phlebotomy Svcs LLC,5,16,101 N Tryon St Suite 600,Charlotte,,North Carolina,US,,(980) 433-0730,Medical laboratory,https://www.google.com/maps/search/?api=1&query=The%20Lab%3A%20Mobile%20Phlebotomy%20Svcs%20LLC&query_place_id=ChIJI1bICJqhVogRcmebFxm5ZE0
Meridian Laboratory,5,4,2401 Whitehall Park Dr Suite 700,Charlotte,,North Carolina,US,http://www.meridianlaboratory.com/,(704) 992-0708,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Meridian%20Laboratory&query_place_id=ChIJx6xlB3IjIRURg3fTk_kvtTQ
"Straight To The Vein , Phlebotomy services",5,10,2 Centerview Dr,Greensboro,,North Carolina,US,https://straighttothevein8.godaddysites.com/,(833) 378-8834,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Straight%20To%20The%20Vein%20%2C%20Phlebotomy%20services&query_place_id=ChIJC4fylwQR_IARM7WoOMRCRRQ
Piedmont Paramedical Association Inc,4.3,4,7204 W Friendly Ave A,Greensboro,,North Carolina,US,http://www.piedmontparamedical.com/,(336) 315-0704,Drug testing service,https://www.google.com/maps/search/?api=1&query=Piedmont%20Paramedical%20Association%20Inc&query_place_id=ChIJKUxzfyfQJRUR9wGE8BhEe2s
Lighthouse Lab Services,4.3,29,1337 Hundred Oaks Dr Suite A,Charlotte,,North Carolina,US,https://www.lighthouselabservices.com/?utm_campaign=gmb,(844) 789-4874,Consultant,https://www.google.com/maps/search/?api=1&query=Lighthouse%20Lab%20Services&query_place_id=ChIJJ9fCNWaNrIkR_rfhugKULuE
Top Phlight Lab Services,,0,1213 W Morehead St 5th Floor,Charlotte,,North Carolina,US,,(704) 778-4400,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Top%20Phlight%20Lab%20Services&query_place_id=ChIJFdmKDeGhVogR3w_y4zQrV30
Carolina Medical Lab,3.7,36,1815 Back Creek Dr,Charlotte,,North Carolina,US,https://cmedlab.com/,(800) 963-3522,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Carolina%20Medical%20Lab&query_place_id=ChIJv303L7IeVIgRlnvJE47b1do
"Serenity Mobile Phlebotomy, LLC",,0,8511 Davis Lake Pkwy C6-149,Charlotte,,North Carolina,US,https://www.serenitymobilephlebotomy.com/,(910) 882-3555,Medical office,https://www.google.com/maps/search/?api=1&query=Serenity%20Mobile%20Phlebotomy%2C%20LLC&query_place_id=ChIJGWWnjaunVogRTcoZZkAEd-Q
Caring Hands Medical Lab Services,5,704,116 Salem Towne Ct,Apex,,North Carolina,US,http://caringhandsmls.com/,(888) 351-9922,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Caring%20Hands%20Medical%20Lab%20Services&query_place_id=ChIJaWnAk6VnrIkRh8cKq9-bJOc
OML Wellness Solutions / Phlebotomy/ DOT Physicals/ Drug Screening Testing / DNA Testing/ Mobile Services,1,1,322 Lamar Ave Ste 105,Charlotte,,North Carolina,US,http://omlwellness.com/,(980) 207-0638,Laboratory,https://www.google.com/maps/search/?api=1&query=OML%20Wellness%20Solutions%20%2F%20Phlebotomy%2F%20DOT%20Physicals%2F%20Drug%20Screening%20Testing%20%2F%20DNA%20Testing%2F%20Mobile%20Services&query_place_id=ChIJMa9TJEOfVogRNAfvlMCwO7M
UH Drusinsky Sports Medicine Institute Laboratory Services,4,1,"3999 Richmond Rd 3rd Floor, Suite 3500",Beachwood,,Ohio,US,https://www.uhhospitals.org/locations/uh-ahuja-medical-center/services/laboratory-services-at-UH-Ahuja?utm_campaign=UH_Drusinsky_Sports_Medicine_Institute_Laboratory_3999_Richmond_Road&utm_source=yext&utm_medium=locallisting&utm_content=website_url,(216) 285-6134,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UH%20Drusinsky%20Sports%20Medicine%20Institute%20Laboratory%20Services&query_place_id=ChIJRe0GMCsDMYgRYS3PYUFQNHE
UH Landerbrook Health Center Laboratory Services,2.7,19,5850 Landerbrook Dr Suite 200,Mayfield Heights,,Ohio,US,https://www.uhhospitals.org/locations/uh-landerbrook-health-center/services/laboratory-services?utm_campaign=UH_Landerbrook_Health_Center_Laboratory_Services_5850_Landerbrook_Drive&utm_source=yext&utm_medium=locallisting&utm_content=website_url,(440) 446-9392,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UH%20Landerbrook%20Health%20Center%20Laboratory%20Services&query_place_id=ChIJIa0U_PkDMYgRxMkVlevDcCg
Mercy Health - Starbright Lab Services,5,3,28555 Starbright Blvd,Perrysburg,,Ohio,US,https://www.mercy.com/locations/specialty-locations/lab-and-imaging-centers/mercy-health-starbright-lab-services?utm_source=google&utm_medium=organic&utm_content=local_website_link,(419) 277-7964,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mercy%20Health%20-%20Starbright%20Lab%20Services&query_place_id=ChIJTXedSfWJO4gR8Y84AmMbEm0
Mercy Health - Point Shoreland Lab Services,3.5,4,2755 Shoreland Ave,Toledo,,Ohio,US,https://www.mercy.com/locations/specialty-locations/lab-and-imaging-centers/mercy-health-point-shoreland-imaging-and-lab-services?utm_source=google&utm_medium=organic&utm_content=local_website_link,(419) 696-8138,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mercy%20Health%20-%20Point%20Shoreland%20Lab%20Services&query_place_id=ChIJYUHC7QSDO4gRLOXhJ2iH1j4
UH Suburban Health Center Laboratory Services,3.4,5,1611 S Green Rd Suite 011,South Euclid,,Ohio,US,https://www.uhhospitals.org/locations/uh-suburban-health-center/services/lab-services?utm_campaign=UH_Suburban_Health_Center_Laboratory_Services_1611_South_Green_Road&utm_source=yext&utm_medium=locallisting&utm_content=website_url,(216) 382-9705,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UH%20Suburban%20Health%20Center%20Laboratory%20Services&query_place_id=ChIJL54MAgD9MIgRGNGL3MCsAyU
Labcorp,2.9,91,1565 S Byrne Rd Ste 105,Toledo,,Ohio,US,https://locations.labcorp.com/oh/toledo/2033/,(419) 381-1300,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJW2lFb094PIgRorVWfeOsmtU
UH Independence Health Center Laboratory Services,2.7,9,6150 Oak Tree Blvd,Independence,,Ohio,US,https://www.uhhospitals.org/locations/uh-independence-health-center/services/lab-services?utm_campaign=UH_Independence_Health_Center_Laboratory_Services_6150_Oak_Tree_Boulevard&utm_source=yext&utm_medium=locallisting&utm_content=website_url,(440) 743-8138,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UH%20Independence%20Health%20Center%20Laboratory%20Services&query_place_id=ChIJEYBw5cjlMIgRR1bJO3kYO84
UH Bedford Medical Patient Service Center Laboratory Services,2.3,3,50 Blaine Ave # 2100,Bedford,,Ohio,US,https://www.uhhospitals.org/locations/uh-bedford-medical-center/services/uh-bedford-patient-service-center-laboratory-service-foundation,(440) 735-2551,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UH%20Bedford%20Medical%20Patient%20Service%20Center%20Laboratory%20Services&query_place_id=ChIJ20Wcy6XjMIgRfSAzPmg2bC4
UH Cleveland Medical Center Laboratory Services Humphrey,4,4,11100 Euclid Ave Humphrey 1635,Cleveland,,Ohio,US,https://www.uhhospitals.org/locations/uh-cleveland-medical-center/uh-humphrey-1635-laboratory-service-foundation,(440) 745-5708,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UH%20Cleveland%20Medical%20Center%20Laboratory%20Services%20Humphrey&query_place_id=ChIJv9FmALn7MIgRsGgrii495Lc
SAMP Health Laboratory Services,5,2,18000 Jefferson Park Rd STE 101,Middleburg Heights,,Ohio,US,https://www.samphealth.com/,(440) 297-4100,Medical laboratory,https://www.google.com/maps/search/?api=1&query=SAMP%20Health%20Laboratory%20Services&query_place_id=ChIJqxuM-o_rMIgRQ4Uv-4-7B0o
"Collaborative Diagnostics, LLC",5,10,29339 Euclid Ave Ste 300,Wickliffe,,Ohio,US,https://www.collabdiagnostics.com/,(440) 901-5227,Drug testing service,https://www.google.com/maps/search/?api=1&query=Collaborative%20Diagnostics%2C%20LLC&query_place_id=ChIJS3N6be6qMYgRrp_Z9OnmGuE
Med-Cert Training Center,4.9,499,5416 Northfield Rd,Maple Heights,,Ohio,US,http://www.mymedcert.com/,(440) 786-2378,Nursing school,https://www.google.com/maps/search/?api=1&query=Med-Cert%20Training%20Center&query_place_id=ChIJu-IbgEHiMIgRtejRDno8upQ
UH Minoff Health Center at Chagrin Highlands Laboratory Services,3.5,11,3909 Orange Pl Suite 2200,WARRENSVL HTS,,Ohio,US,https://www.uhhospitals.org/locations/ahuja/chagrin-highlands/uh-chagrin-highlands-health-center-laboratory-services,(216) 896-1820,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UH%20Minoff%20Health%20Center%20at%20Chagrin%20Highlands%20Laboratory%20Services&query_place_id=ChIJG1I1R5EDMYgRyiSWp_RswuM
UH Elyria Medical Center Gates Phlebotomy,3.3,9,125 E Broad St Ste 320,Elyria,,Ohio,US,https://www.uhhospitals.org/locations/primary-care/uh-elyria-medical-center-gates-phlebotomy?utm_campaign=UH_Elyria_Medical_Center_Gates_Phlebotomy_125_East_Broad_Street&utm_source=yext&utm_medium=locallisting&utm_content=website_url,(440) 329-7622,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UH%20Elyria%20Medical%20Center%20Gates%20Phlebotomy&query_place_id=ChIJK4FUIOOYMIgR0p0wFxi-PrQ
Cleveland Reliable Draw,4.7,15,781 Beta Dr H,Mayfield,,Ohio,US,https://www.clevelandreliabledraw.com/,(216) 855-0967,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Cleveland%20Reliable%20Draw&query_place_id=ChIJgQU8sD2XmWYRhLfKqMaImmo
One Vein Mobile Phlebotomy,4.5,2,815 Superior Ave STE 1618,Cleveland,,Ohio,US,https://www.oneveinmobilephlebotomy.com/,(234) 973-8454,Laboratory,https://www.google.com/maps/search/?api=1&query=One%20Vein%20Mobile%20Phlebotomy&query_place_id=ChIJ3XsKMI77MIgRrwnj6imMfow
We’re Near The Vein Mobile Phlebotomist,4.6,10,23611 Chagrin Blvd # 120,Beachwood,,Ohio,US,http://www.werenearthevein.com/,(216) 939-6768,Blood testing service,https://www.google.com/maps/search/?api=1&query=We%E2%80%99re%20Near%20The%20Vein%20Mobile%20Phlebotomist&query_place_id=ChIJ5QjT2tkZaqkR4KcJeNdpILk
Moody Mobile Lab Services LLC,3.7,3,12023 Willard Ave,Garfield Heights,,Ohio,US,,(216) 855-2658,Home health care service,https://www.google.com/maps/search/?api=1&query=Moody%20Mobile%20Lab%20Services%20LLC&query_place_id=ChIJf6_RzOnjMIgRNYE-Pxh7Y2I
Mercy Health - Westfield Lab Services,4.2,13,3425 Executive Pkwy Suite 215,Toledo,,Ohio,US,https://www.mercy.com/locations/specialty-locations/lab-and-imaging-centers/mercy-health-westgate-lab-services?utm_source=google&utm_medium=organic&utm_content=local_website_link,(419) 407-3650,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mercy%20Health%20-%20Westfield%20Lab%20Services&query_place_id=ChIJt6myFxB_PIgRlMHobqbfRIw
"QuickDraws Mobile Lab, LLC",4.9,21,1577B Goodman Ave Suite 3,Cincinnati,,Ohio,US,https://quickdrawsllc.com/,(513) 202-3410,Medical laboratory,https://www.google.com/maps/search/?api=1&query=QuickDraws%20Mobile%20Lab%2C%20LLC&query_place_id=ChIJAUuXNG5LQIgRtw3uIy-DoeM
Mercy Health - St. Elizabeth Youngstown Lab Services,,0,1044 Belmont Ave,Youngstown,,Ohio,US,https://www.mercy.com/locations/specialty-locations/lab-and-imaging-centers/mercy-health-st-elizabeth-youngstown-hospital-lab-services?utm_source=google&utm_medium=organic&utm_content=local_website_link,(330) 480-2802,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mercy%20Health%20-%20St.%20Elizabeth%20Youngstown%20Lab%20Services&query_place_id=ChIJ-WLnIQ7lM4gR6uGkufyrIJc
Mercy Health - St. Elizabeth Boardman Lab Services,2,8,8401 Market St,Youngstown,,Ohio,US,https://www.mercy.com/locations/specialty-locations/lab-and-imaging-centers/mercy-health-st-elizabeth-boardman-lab-services?utm_source=google&utm_medium=organic&utm_content=local_website_link,(330) 729-1428,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mercy%20Health%20-%20St.%20Elizabeth%20Boardman%20Lab%20Services&query_place_id=ChIJvR0ROyD7M4gRhcBvGd2stlM
Mercy Health - Howland Imaging and Lab Services,3.6,12,1932 Niles Cortland Rd NE,Warren,,Ohio,US,https://www.mercy.com/locations/specialty-locations/lab-and-imaging-centers/mercy-health-howland-imaging-and-lab-services?utm_source=google&utm_medium=organic&utm_content=local_website_link,(330) 306-5310,Medical diagnostic imaging center,https://www.google.com/maps/search/?api=1&query=Mercy%20Health%20-%20Howland%20Imaging%20and%20Lab%20Services&query_place_id=ChIJraFRMjjfM4gRJ2myz_gVPrU
APPS Paramedical,2.5,8,5050 Pine Creek Dr,Westerville,,Ohio,US,http://www.appsparamedical.com/,(614) 839-2777,Medical examiner,https://www.google.com/maps/search/?api=1&query=APPS%20Paramedical&query_place_id=ChIJicULDm5gOIgRzhHJxPATNAU
OhioHealth Laboratory Services - Gahanna Health Center,2.7,13,765 Hamilton Rd Suite 245,Gahanna,,Ohio,US,https://www.ohiohealth.com/locations/laboratory/laboratory-services-gahanna-health-center,(614) 342-9720,Medical laboratory,https://www.google.com/maps/search/?api=1&query=OhioHealth%20Laboratory%20Services%20-%20Gahanna%20Health%20Center&query_place_id=ChIJW1_esYJhOIgROhZ0xkGZNBw
OhioHealth Laboratory Services - Pickerington Medical Campus,4.3,11,1010 Refugee Rd Suite 100,Pickerington,,Ohio,US,https://www.ohiohealth.com/locations/laboratory/laboratory-services-pickerington-medical-campus,(614) 788-4240,Medical laboratory,https://www.google.com/maps/search/?api=1&query=OhioHealth%20Laboratory%20Services%20-%20Pickerington%20Medical%20Campus&query_place_id=ChIJ9-EZtih7OIgRxeVpEFU2_n8
OhioHealth Laboratory Services - Eastside Health Center,4.9,11,4850 E Main St #100,Columbus,,Ohio,US,https://www.ohiohealth.com/locations/laboratory/laboratory-services-eastside-health-center,(614) 566-0943,Medical laboratory,https://www.google.com/maps/search/?api=1&query=OhioHealth%20Laboratory%20Services%20-%20Eastside%20Health%20Center&query_place_id=ChIJgTdyBvBjOIgRwfDijFr8m-U
"TridentCare, formally known as MobileX USA",2.3,10,6185 Huntley Rd Suite P,Columbus,,Ohio,US,http://www.mobilexusa.com/,(614) 888-2226,X-ray lab,https://www.google.com/maps/search/?api=1&query=TridentCare%2C%20formally%20known%20as%20MobileX%20USA&query_place_id=ChIJ924_sq6MOIgRchXqwVNe2U0
OhioHealth Laboratory Services - Marion Medical Campus,3.3,4,1040 Delaware Ave,Marion,,Ohio,US,https://www.ohiohealth.com/locations/laboratory/laboratory-services-marion-medical-campus,(740) 383-7999,Medical laboratory,https://www.google.com/maps/search/?api=1&query=OhioHealth%20Laboratory%20Services%20-%20Marion%20Medical%20Campus&query_place_id=ChIJ62NU4LAbOYgRKcrc-uUsq38
TruBlood LLC,5,6,341 S 3rd St,Columbus,,Ohio,US,https://www.trublood.org/,(614) 367-6578,Wellness program,https://www.google.com/maps/search/?api=1&query=TruBlood%20LLC&query_place_id=ChIJ96oHS9wshEARjhTFzMCLI_M
OhioHealth Laboratory Services - Ontario Health and Fitness Center,5,1,1740 W 4th St,Ontario,,Ohio,US,https://www.ohiohealth.com/locations/laboratory/laboratory-services-ontario-health-and-fitness-center,(419) 526-8341,Medical laboratory,https://www.google.com/maps/search/?api=1&query=OhioHealth%20Laboratory%20Services%20-%20Ontario%20Health%20and%20Fitness%20Center&query_place_id=ChIJbc403TyVOYgRD3dx24fIsaU
OhioHealth Laboratory Services - Lancaster,5,9,1638 N Memorial Dr,Lancaster,,Ohio,US,https://www.ohiohealth.com/locations/laboratory/laboratory-services-lancaster,(614) 788-2263,Medical laboratory,https://www.google.com/maps/search/?api=1&query=OhioHealth%20Laboratory%20Services%20-%20Lancaster&query_place_id=ChIJC1nFvBCLR4gR5H7Wgns3HNc
OhioHealth Laboratory Services - Dublin West Bridge Street,3.4,5,250 W Bridge St #201,Dublin,,Ohio,US,https://www.ohiohealth.com/locations/laboratory/laboratory-services-dublin-west-bridge,(614) 788-5725,Medical laboratory,https://www.google.com/maps/search/?api=1&query=OhioHealth%20Laboratory%20Services%20-%20Dublin%20West%20Bridge%20Street&query_place_id=ChIJ2-h8_tWSOIgRJSr9YL9GE3g
